RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
6,Arkansas,32,2655,2697,2881,2817,2936,2803,2466,2490,1685,1869,1539,1795,2209,2349,2379,2707,2742,2522,2603,2625,2383,2252,1443,1612,2368,2730,2823,2882,2190,2379,2183,2190,1907,2001,1684,1545,2275,2229,2255,2410,2327,2504,2247,2030,1835,1854,1497,1615,2028,1949,2340,2363,2381,2399,1805,2231,1842,1770,1796,1666,2186,2218,2576,2374,2753,2741,2264,2390,1823,1985,1702,1643,2182,2413,2563,2573,2815,2195,2416,2316,1750,1980,1473,1546,2229,2108,2538,2697,2724,2466,2623,2507,1813,2374,1961,2214,2871,2965,3405,3396,3026,3439,2803,2771,2651,2560,2312,2269,3273,3034,3616,3910,3552,3726,3343,3359,2948,2756,2542,2406,3287,3670,3936,3895,3878,3988,3066,3637,2969,2689,
23,Kansas,33,1878,2074,2071,1852,2108,2127,1857,1775,1259,1318,1055,1144,1678,1734,1905,2505,2551,2219,1993,2128,1991,1716,1064,1144,1873,2154,2406,2436,1595,1504,1448,1276,1337,1352,1040,992,1427,1599,1743,1956,1846,1881,1614,1439,1266,1580,1169,1240,1568,1738,2069,2175,2163,2144,1442,1652,1676,1530,1314,1270,1743,1832,2419,2493,2526,2548,2077,2041,1614,1832,1403,1326,1833,2067,2579,2871,2763,2442,2117,2139,1755,1977,1342,1575,2174,2436,2720,3410,3083,2699,2635,2460,1856,2211,1673,1892,2718,2757,3209,3949,3369,3588,3021,2688,2531,2288,2058,1943,2976,2934,3898,4071,3922,3731,3285,3037,2799,2785,2100,2018,2959,3155,4002,4261,3958,3815,2953,3452,2808,2604,
55,Utah,34,3207,3581,3734,3432,3500,3328,3289,2905,2306,2417,1903,2171,2769,2885,3170,3782,3720,3309,3276,3551,3270,3170,2102,2400,3517,3899,3798,3360,2786,2812,2815,2700,2521,2575,2267,2293,3190,3087,3352,3467,3037,3436,3087,2925,2766,3113,2285,2552,3250,3365,3865,3028,2406,3328,2607,3205,3297,3220,2527,2597,3281,3833,4576,4312,4475,4371,3633,3431,3071,3148,2547,2772,3352,3724,4145,4251,3960,3963,3561,3768,3098,3372,2299,2477,3641,3773,3678,4801,3952,3921,3636,3237,2514,2972,3002,3237,4070,4435,5120,5630,4739,5230,4900,4643,4188,4091,3346,3497,5146,4884,5863,6245,5211,6074,5426,5475,4886,4559,3923,4074,5179,4916,5945,6155,5498,5802,4195,4617,4243,4093,
42,Nevada,35,3030,3470,3686,3953,4171,3981,4150,4327,3241,4051,3584,3766,4950,5160,5112,6354,5844,5212,5496,5508,4832,5564,4146,3788,5015,4832,4375,5269,4526,4600,4559,4319,4367,5022,3979,4269,5579,4859,5095,5812,5219,6071,5021,4952,4879,5118,4391,5022,5455,5109,5167,6291,4483,4751,3930,4366,4130,4067,3658,4110,4454,4911,5127,4763,5005,4796,4424,4485,3723,4062,3492,3571,4400,4731,4720,5476,4441,4584,4491,4432,3736,4341,3274,3848,4713,5035,4908,6275,5418,5029,4447,4423,3822,4857,3710,4010,5139,5270,5554,6511,5180,5885,5672,4989,5281,5237,4233,4289,5985,5306,6619,7064,5906,6474,5835,5671,5222,5400,4826,4719,7137,6202,7042,7336,7571,7009,5672,6121,5426,5145,
41,New Mexico,36,1463,1586,1603,1617,1694,1586,1497,1430,1020,1110,884,1002,1270,1298,1219,1472,1663,1478,1577,1609,1395,1370,1032,1080,1544,1634,1654,1781,1432,1432,1493,1332,1327,1326,1145,1049,1397,1258,1316,1392,1269,1333,1300,1202,1159,1238,1090,1188,1517,1500,1685,1585,1443,1654,1263,1489,1329,1500,1304,1283,1551,1656,1848,1759,2025,1937,1708,1804,1448,1540,1437,1474,1900,1817,1946,1926,1821,1985,1951,1948,1443,1524,1257,1268,1788,1903,1950,2023,2294,2159,2196,2018,1591,1921,1524,1616,1995,2125,2231,2447,2357,2375,2325,2069,2009,2157,1829,1822,2548,2242,2887,3017,2620,2905,2627,2630,2404,2465,2273,2018,2611,2744,3046,2904,2815,3002,2405,2471,2227,2096,
61,West Virginia,37,916,936,1056,1186,1125,1014,1023,1011,702,741,602,577,798,841,930,1059,1139,1059,1043,1083,984,932,622,658,996,1105,1164,1456,1114,1198,1173,1113,983,944,870,800,965,1106,1090,1265,771,796,733,701,637,708,562,563,760,737,846,881,906,959,832,857,871,856,743,696,819,985,1086,1135,1130,1243,1091,1154,912,966,822,746,926,1071,1092,1280,1207,1169,821,720,596,534,461,539,695,671,739,1073,1034,891,847,900,715,691,612,730,766,851,1035,1202,958,1100,1075,944,919,898,727,690,937,970,1239,1424,911,978,902,930,749,824,708,598,905,850,1046,1140,1034,1208,991,1145,920,901,
38,Nebraska,38,992,1221,1431,1321,1339,1327,1163,1171,760,861,600,720,923,1099,1687,2093,2162,1965,1807,2007,1700,1295,748,925,1593,1844,1224,2315,1187,1285,1179,1184,1054,1163,912,843,1234,1309,1571,1736,1605,1682,1374,1315,1294,1204,997,967,1337,1439,1816,1839,1771,1712,1402,1525,1194,1423,1010,895,1392,1552,1839,2038,2165,2135,1667,1729,1371,1471,1118,1080,1439,1678,1888,2234,2194,2041,1844,1765,1363,1607,1134,1038,1682,2027,2339,2658,2608,2269,2076,2127,1589,1877,1363,1318,1850,2052,2411,2871,2238,2639,2254,2019,2005,1935,1507,1275,2059,1967,2690,2912,2575,2495,2231,2118,1849,1933,1431,1284,1857,2023,2569,2883,2765,2624,2186,2395,1800,,
20,Idaho,39,1210,1328,1468,1487,1337,1372,1309,1097,790,861,853,895,1127,1322,1395,1620,1670,1530,1544,1692,1590,1234,1044,1113,1616,1851,1807,1748,1265,1506,1498,1421,1295,1473,1101,1155,1562,1550,1601,1650,1487,1608,1294,1457,1257,1268,1161,1209,1432,1515,1534,1723,1616,1715,1287,1597,1416,1367,1162,1208,1517,1764,2142,2060,2245,2146,1728,1648,1385,1347,1297,1338,1616,2035,2258,2341,2413,2122,2080,2059,1556,1632,1377,1457,2025,2458,2566,2841,2797,2592,2599,2348,1695,2079,1573,1601,2202,2607,2917,3368,2980,3167,2828,2615,2332,2304,1707,1541,2329,2563,3277,3599,3194,3498,3174,2990,2598,2430,1888,1834,2738,2866,3494,3558,3329,3573,2757,2866,2251,,
18,Hawaii,40,1284,1378,1290,1158,1058,965,958,914,676,884,532,672,811,781,830,992,1252,951,1029,1124,1046,1143,800,794,1154,1250,1117,1345,1024,999,1083,973,889,1260,823,980,1215,1145,1107,1291,1089,1144,1232,991,1473,1186,834,987,1154,1126,1167,1099,1051,1197,1101,1218,1138,1432,926,959,1234,1485,1361,1410,1385,1519,1349,1318,1266,1393,1113,1047,1301,1465,1546,1387,1457,1384,1373,1560,1116,1497,1186,1141,1447,1531,1539,1687,1686,1462,1523,1487,1190,1481,1179,1450,1574,1604,1572,1615,1519,1625,1532,1338,1340,1642,1588,1120,1533,1463,1684,1646,1481,1573,1508,1529,1455,1467,1225,1068,1045,1027,974,1021,857,909,790,804,752,1193,
28,Maine,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1632,1684,1707,1492,1496,1406,1223,982,735,1014,1197,1466,1731,1714,1785,1461,1535,1349,1146,
39,New Hampshire,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2638,2459,2573,2126,2173,1891,1704,1216,970,1415,1655,2106,2505,2617,2640,2097,2136,1852,1638,
50,Rhode Island,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1324,1417,1248,1318,1122,1153,773,765,928,1019,1314,1638,1519,1525,1164,1240,1222,929,
35,Montana,44,598,602,728,781,722,765,615,582,360,397,295,384,488,482,639,788,804,713,737,752,667,570,378,397,629,764,830,755,614,619,605,606,538,561,389,403,546,572,587,706,618,750,670,624,551,555,419,476,604,646,757,833,795,742,738,760,680,612,525,517,650,735,971,952,1025,955,812,811,635,616,377,480,576,723,880,1018,1042,1030,908,872,602,766,546,519,824,965,1058,1207,1335,1129,1144,1120,776,865,658,571,805,990,1123,1338,1149,1321,1199,1053,1006,847,689,580,932,900,1173,1520,1253,1372,1210,1136,925,852,645,655,859,861,1288,1513,1318,1549,1190,1244,1005,877,
13,Delaware,45,630,694,746,746,715,675,704,609,494,605,356,370,492,491,565,680,787,628,687,663,731,676,382,350,529,584,731,943,587,495,529,449,541,535,430,379,494,508,579,585,578,569,564,572,813,942,745,729,888,883,1089,1123,1033,1126,857,954,940,982,768,676,756,968,1081,1036,1189,1198,978,1055,924,983,826,680,833,961,1038,1058,1176,1082,939,1079,588,681,415,498,602,544,594,1086,1231,1070,1007,1215,619,1101,836,841,894,1053,1171,1421,1173,1373,1209,1239,1161,1309,1063,903,1192,1132,1529,1664,1527,1587,1349,1433,1442,1362,1210,995,1362,1541,1647,1651,1769,1663,1365,1603,1354,1332,
52,South Dakota,46,138,195,255,236,272,213,198,194,147,153,98,100,144,198,252,300,275,282,255,269,257,238,156,141,208,258,311,377,217,231,244,205,222,205,144,158,179,274,264,253,231,349,339,330,254,244,204,149,239,317,481,432,452,484,431,486,382,424,257,252,279,425,476,478,606,572,505,558,394,433,307,274,390,481,587,655,636,629,494,447,220,139,102,100,141,201,248,294,359,361,304,357,263,301,196,236,317,366,486,597,506,532,491,446,348,309,321,239,436,462,700,759,723,645,580,413,408,384,252,251,427,472,555,721,670,713,577,,,,
3,Alaska,47,558,654,723,847,800,837,767,706,477,510,357,432,505,527,593,750,842,787,748,810,679,578,347,389,623,744,717,942,624,697,678,649,581,605,424,377,499,636,673,729,718,806,740,591,555,555,362,400,535,555,789,845,830,946,747,755,655,577,450,481,590,707,911,846,932,1023,845,874,695,643,490,509,602,554,650,756,998,935,852,887,637,704,508,538,712,826,763,1018,905,830,808,778,524,689,488,491,675,673,806,1001,906,973,808,736,726,666,522,483,641,666,854,980,802,949,846,768,652,617,506,490,721,760,1002,1054,966,1094,888,948,673,680,450
37,North Dakota,48,412,478,568,660,679,650,547,594,427,376,237,311,363,424,475,509,554,702,940,730,629,473,242,289,456,557,712,889,544,583,554,622,562,492,357,276,392,450,386,571,554,626,605,581,492,558,391,461,486,584,709,770,692,745,591,737,627,609,416,410,417,581,765,768,866,847,714,818,735,618,412,427,461,592,763,907,866,827,751,828,638,477,370,308,552,590,651,624,686,726,775,774,559,627,388,405,453,599,698,789,815,793,726,818,642,725,406,363,525,537,804,972,730,809,705,680,637,552,366,341,544,631,733,958,781,781,672,766,613,557,
58,Vermont,49,284,286,287,285,293,374,365,358,286,227,155,126,220,219,244,371,393,405,395,408,386,338,212,220,312,334,399,669,440,518,543,574,534,495,364,288,418,430,564,630,626,632,471,426,419,487,359,315,447,511,693,760,782,774,626,817,603,662,429,386,476,557,698,776,862,939,782,799,696,666,437,422,532,550,684,805,886,862,836,888,641,730,431,400,620,678,734,985,1013,1021,874,883,765,789,557,568,667,597,884,1007,947,1081,898,935,843,754,609,476,713,607,873,1041,1022,1089,876,1041,922,772,625,462,670,683,918,1023,1141,1155,913,1054,918,828,
12,District of Columbia,50,403,373,422,472,502,495,404,395,335,323,283,252,353,372,404,535,558,559,575,489,536,621,437,314,579,538,416,651,494,668,514,552,490,444,434,390,514,457,495,493,467,489,468,344,349,436,342,322,437,397,498,578,560,586,455,469,501,486,500,447,556,593,636,771,793,712,585,661,608,632,557,527,681,611,731,897,911,700,689,833,651,771,524,539,714,775,817,799,947,742,680,795,659,828,582,596,719,829,890,972,856,862,807,709,758,720,673,539,804,733,895,902,859,853,735,839,776,810,613,588,730,730,959,855,873,860,658,766,711,709,
62,Wyoming,51,318,369,416,453,473,453,367,333,229,235,205,189,295,267,364,424,455,363,411,360,327,298,181,211,348,334,378,387,262,276,277,292,248,302,211,176,279,308,343,400,349,375,310,360,286,248,214,246,340,292,395,398,386,409,239,317,278,317,201,242,334,333,416,412,419,452,381,347,328,305,249,258,327,385,428,423,435,414,384,374,291,315,239,282,399,394,423,487,479,464,438,389,316,365,247,302,367,408,467,521,489,502,473,485,376,393,350,328,472,443,587,687,568,642,523,567,487,514,409,395,603,620,722,872,,,,,,,
